transaction_id,transaction_date,branch_name,product_category,product_name,quantity,price,total_amount,payment_method,customer_age,customer_gender,loyalty_member,satisfaction_score,is_weekend,transaction_year,transaction_month,transaction_day,transaction_hour,day_of_week
TXN-10341,2024-02-01 10:18:34,University Campus,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,38.0,Male,0,4.0,0,2024,2,1,10,Thursday
TXN-10342,2024-02-01 11:21:09,Downtown,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Mobile Pay,34.0,Female,1,4.0,0,2024,2,1,11,Thursday
TXN-10343,2024-02-01 12:04:24,Downtown,Cold Coffee,Frappuccino,1,5.5,5.5,Cash,58.0,Female,0,4.0,0,2024,2,1,12,Thursday
TXN-10344,2024-02-01 13:37:03,Downtown,Hot Coffee,Americano,2,3.5,7.0,Credit Card,68.0,Female,0,4.0,0,2024,2,1,13,Thursday
TXN-10345,2024-02-01 15:31:36,Downtown,Bakery & Pastry,Almond Croissant,1,4.25,4.25,Credit Card,35.0,Male,0,5.0,0,2024,2,1,15,Thursday
TXN-10346,2024-02-01 15:47:44,Financial District,Cold Coffee,Iced Americano,1,3.75,3.75,Credit Card,54.0,Female,0,5.0,0,2024,2,1,15,Thursday
TXN-10347,2024-02-01 18:41:23,Airport Terminal,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,55.0,Female,1,4.0,0,2024,2,1,18,Thursday
TXN-10348,2024-02-01 21:23:43,Downtown,Cold Coffee,Iced Americano,2,3.75,7.5,Credit Card,29.0,Male,1,3.0,0,2024,2,1,21,Thursday
TXN-10349,2024-02-01 23:40:42,Downtown,Hot Coffee,Americano,1,3.5,3.5,Credit Card,28.0,Male,1,4.0,0,2024,2,1,23,Thursday
TXN-10350,2024-02-02 00:59:22,Financial District,Hot Coffee,Cappuccino,1,4.5,4.5,Mobile Pay,65.0,Male,1,4.0,0,2024,2,2,0,Friday
TXN-10351,2024-02-02 07:40:27,Airport Terminal,Hot Coffee,Cappuccino,1,4.5,4.5,Mobile Pay,69.0,Male,1,3.0,0,2024,2,2,7,Friday
TXN-10352,2024-02-02 09:38:07,Financial District,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,43.0,Male,1,5.0,0,2024,2,2,9,Friday
TXN-10353,2024-02-02 21:26:32,Financial District,Cold Coffee,Iced Americano,1,3.75,3.75,Credit Card,37.0,Male,0,4.0,0,2024,2,2,21,Friday
TXN-10354,2024-02-03 02:14:04,Downtown,Cold Coffee,Iced Americano,1,3.75,3.75,Mobile Pay,26.0,Female,0,4.0,1,2024,2,3,2,Saturday
TXN-10355,2024-02-03 02:20:53,Downtown,Tea & Beverages,Chai Latte,2,4.5,9.0,Credit Card,18.0,Female,0,4.0,1,2024,2,3,2,Saturday
TXN-10356,2024-02-03 03:29:53,Airport Terminal,Cold Coffee,Iced Latte,1,5.0,5.0,Mobile Pay,20.0,Non-Binary,0,3.0,1,2024,2,3,3,Saturday
TXN-10357,2024-02-03 05:09:20,Airport Terminal,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,38.0,Prefer not to say,0,2.0,1,2024,2,3,5,Saturday
TXN-10358,2024-02-03 07:36:44,Downtown,Merchandise,Reusable Travel Mug,1,5.0,5.0,Credit Card,40.0,Male,0,4.0,1,2024,2,3,7,Saturday
TXN-10359,2024-02-03 07:46:30,Airport Terminal,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,26.0,Female,0,4.0,1,2024,2,3,7,Saturday
TXN-10360,2024-02-03 08:57:07,Suburban Mall,Bakery & Pastry,Butter Croissant,1,3.5,3.5,Credit Card,36.0,Female,1,3.0,1,2024,2,3,8,Saturday
TXN-10361,2024-02-03 12:40:18,University Campus,Tea & Beverages,Earl Grey,1,3.25,3.25,Credit Card,62.0,Female,0,5.0,1,2024,2,3,12,Saturday
TXN-10362,2024-02-03 13:43:23,Financial District,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,63.0,Male,0,4.0,1,2024,2,3,13,Saturday
TXN-10363,2024-02-03 14:00:14,Financial District,Cold Coffee,Frappuccino,2,5.5,11.0,Credit Card,69.0,Male,1,1.0,1,2024,2,3,14,Saturday
TXN-10364,2024-02-03 14:55:41,Financial District,Tea & Beverages,Matcha Latte,1,5.0,5.0,Mobile Pay,36.0,Male,1,4.0,1,2024,2,3,14,Saturday
TXN-10365,2024-02-03 15:15:58,Suburban Mall,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,40.0,Male,1,4.0,1,2024,2,3,15,Saturday
TXN-10366,2024-02-03 15:36:00,Downtown,Hot Coffee,Caffè Latte,2,4.75,9.5,Credit Card,44.0,Female,0,4.0,1,2024,2,3,15,Saturday
TXN-10367,2024-02-03 19:41:37,Downtown,Hot Coffee,Espresso,1,3.0,3.0,Mobile Pay,44.0,Female,0,1.0,1,2024,2,3,19,Saturday
TXN-10368,2024-02-03 21:05:09,Financial District,Cold Coffee,Iced Latte,2,5.0,10.0,Mobile Pay,56.0,Female,1,4.0,1,2024,2,3,21,Saturday
TXN-10369,2024-02-04 05:57:14,Suburban Mall,Merchandise,Reusable Travel Mug,1,5.0,5.0,Gift Card,53.0,Male,1,3.0,1,2024,2,4,5,Sunday
TXN-10370,2024-02-04 08:00:22,Downtown,Hot Coffee,Americano,1,3.5,3.5,Mobile Pay,29.0,Female,0,4.0,1,2024,2,4,8,Sunday
TXN-10371,2024-02-04 10:44:02,Suburban Mall,Hot Coffee,Caffè Latte,2,4.75,9.5,Credit Card,44.0,Male,1,4.0,1,2024,2,4,10,Sunday
TXN-10372,2024-02-04 11:06:30,Airport Terminal,Tea & Beverages,Earl Grey,1,3.25,3.25,Mobile Pay,63.0,Male,1,2.0,1,2024,2,4,11,Sunday
TXN-10373,2024-02-04 14:24:35,Downtown,Sandwiches & Wraps,Avocado Toast,1,8.25,8.25,Cash,51.0,Female,1,4.0,1,2024,2,4,14,Sunday
TXN-10374,2024-02-04 16:09:25,Suburban Mall,Hot Coffee,Espresso,2,3.0,6.0,Credit Card,50.0,Female,0,4.0,1,2024,2,4,16,Sunday
TXN-10375,2024-02-05 02:09:16,Financial District,Tea & Beverages,Earl Grey,1,3.25,3.25,Credit Card,45.0,Female,0,4.0,0,2024,2,5,2,Monday
TXN-10376,2024-02-05 06:27:42,University Campus,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,48.0,Male,0,4.0,0,2024,2,5,6,Monday
TXN-10377,2024-02-05 08:26:30,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,49.0,Female,0,4.0,0,2024,2,5,8,Monday
TXN-10378,2024-02-05 15:36:41,Suburban Mall,Bakery & Pastry,Almond Croissant,2,4.25,8.5,Mobile Pay,67.0,Female,0,5.0,0,2024,2,5,15,Monday
TXN-10379,2024-02-05 15:39:49,University Campus,Cold Coffee,Iced Americano,3,3.75,11.25,Mobile Pay,37.0,Male,1,2.0,0,2024,2,5,15,Monday
TXN-10380,2024-02-05 15:46:01,Airport Terminal,Cold Coffee,Cold Brew,1,4.8,4.8,Mobile Pay,57.0,Male,0,5.0,0,2024,2,5,15,Monday
TXN-10381,2024-02-05 17:16:16,Suburban Mall,Sandwiches & Wraps,Veggie Wrap,1,6.8,6.8,Credit Card,52.0,Male,1,2.0,0,2024,2,5,17,Monday
TXN-10382,2024-02-05 19:30:35,Financial District,Hot Coffee,Caramel Macchiato,3,5.25,15.75,Mobile Pay,48.0,Male,0,4.0,0,2024,2,5,19,Monday
TXN-10383,2024-02-06 01:52:52,Suburban Mall,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,48.0,Male,1,4.0,0,2024,2,6,1,Tuesday
TXN-10384,2024-02-06 04:09:14,University Campus,Cold Coffee,Iced Americano,1,3.75,3.75,Credit Card,55.0,Male,0,3.0,0,2024,2,6,4,Tuesday
TXN-10385,2024-02-06 05:46:49,Suburban Mall,Hot Coffee,Cappuccino,2,4.5,9.0,Mobile Pay,39.0,Female,1,3.0,0,2024,2,6,5,Tuesday
TXN-10386,2024-02-06 07:42:25,Downtown,Hot Coffee,Espresso,2,3.0,6.0,Credit Card,62.0,Female,0,4.0,0,2024,2,6,7,Tuesday
TXN-10387,2024-02-06 12:10:40,Airport Terminal,Hot Coffee,Americano,2,3.5,7.0,Cash,58.0,Male,1,5.0,0,2024,2,6,12,Tuesday
TXN-10388,2024-02-06 17:33:04,Suburban Mall,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,26.0,Male,0,4.0,0,2024,2,6,17,Tuesday
TXN-10389,2024-02-06 18:43:45,Suburban Mall,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,69.0,Male,1,4.0,0,2024,2,6,18,Tuesday
TXN-10390,2024-02-06 18:45:45,Downtown,Tea & Beverages,Chai Latte,1,4.5,4.5,Mobile Pay,26.0,Male,0,5.0,0,2024,2,6,18,Tuesday
TXN-10391,2024-02-06 18:46:33,Suburban Mall,Hot Coffee,Caffè Latte,1,4.75,4.75,Credit Card,32.0,Male,0,5.0,0,2024,2,6,18,Tuesday
TXN-10392,2024-02-06 20:55:14,Financial District,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Credit Card,30.0,Female,1,4.0,0,2024,2,6,20,Tuesday
TXN-10393,2024-02-06 23:52:20,Suburban Mall,Cold Coffee,Frappuccino,2,5.5,11.0,Credit Card,39.0,Female,0,4.0,0,2024,2,6,23,Tuesday
TXN-10394,2024-02-07 11:52:56,Downtown,Tea & Beverages,Earl Grey,1,3.25,3.25,Mobile Pay,33.0,Female,1,3.0,0,2024,2,7,11,Wednesday
TXN-10395,2024-02-07 15:08:18,Suburban Mall,Sandwiches & Wraps,Veggie Wrap,2,6.8,13.6,Credit Card,49.0,Male,0,4.0,0,2024,2,7,15,Wednesday
TXN-10396,2024-02-07 16:33:35,Airport Terminal,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,19.0,Female,0,3.0,0,2024,2,7,16,Wednesday
TXN-10397,2024-02-07 18:55:08,Downtown,Tea & Beverages,Green Tea,1,3.25,3.25,Cash,43.0,Female,1,3.0,0,2024,2,7,18,Wednesday
TXN-10398,2024-02-07 19:20:02,Airport Terminal,Hot Coffee,Caffè Latte,1,4.75,4.75,Mobile Pay,31.0,Female,0,1.0,0,2024,2,7,19,Wednesday
TXN-10399,2024-02-07 21:55:09,Financial District,Merchandise,Reusable Travel Mug,1,5.0,5.0,Credit Card,55.0,Female,1,5.0,0,2024,2,7,21,Wednesday
TXN-10400,2024-02-08 03:33:10,University Campus,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,51.0,Female,1,5.0,0,2024,2,8,3,Thursday
TXN-10401,2024-02-08 03:34:10,University Campus,Bakery & Pastry,Chocolate Muffin,3,3.8,11.4,Credit Card,25.0,Female,0,2.0,0,2024,2,8,3,Thursday
TXN-10402,2024-02-08 03:54:51,Suburban Mall,Hot Coffee,Espresso,2,3.0,6.0,Credit Card,53.0,Male,0,3.0,0,2024,2,8,3,Thursday
TXN-10403,2024-02-08 05:37:37,Suburban Mall,Sandwiches & Wraps,Veggie Wrap,1,6.8,6.8,Credit Card,38.0,Female,1,4.0,0,2024,2,8,5,Thursday
TXN-10404,2024-02-08 07:45:49,University Campus,Sandwiches & Wraps,Avocado Toast,1,8.25,8.25,Mobile Pay,63.0,Female,1,4.0,0,2024,2,8,7,Thursday
TXN-10405,2024-02-08 08:44:52,Financial District,Hot Coffee,Caffè Latte,3,4.75,14.25,Credit Card,60.0,Male,0,3.0,0,2024,2,8,8,Thursday
TXN-10406,2024-02-08 09:59:04,Financial District,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,45.0,Male,1,5.0,0,2024,2,8,9,Thursday
TXN-10407,2024-02-08 10:32:07,Suburban Mall,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,63.0,Female,0,2.0,0,2024,2,8,10,Thursday
TXN-10408,2024-02-08 13:17:48,University Campus,Hot Coffee,Americano,1,3.5,3.5,Gift Card,61.0,Female,0,3.0,0,2024,2,8,13,Thursday
TXN-10409,2024-02-08 14:20:17,University Campus,Sandwiches & Wraps,Veggie Wrap,3,6.8,20.4,Credit Card,65.0,Male,1,2.0,0,2024,2,8,14,Thursday
TXN-10410,2024-02-08 15:12:00,University Campus,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,23.0,Female,1,5.0,0,2024,2,8,15,Thursday
TXN-10411,2024-02-08 15:20:42,Financial District,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,37.0,Female,0,5.0,0,2024,2,8,15,Thursday
TXN-10412,2024-02-08 16:53:34,University Campus,Hot Coffee,Cappuccino,3,4.5,13.5,Mobile Pay,43.0,Female,1,5.0,0,2024,2,8,16,Thursday
TXN-10413,2024-02-08 17:06:09,Downtown,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Mobile Pay,50.0,Female,0,4.0,0,2024,2,8,17,Thursday
TXN-10414,2024-02-08 18:54:38,Financial District,Hot Coffee,Americano,1,3.5,3.5,Credit Card,61.0,Male,0,3.0,0,2024,2,8,18,Thursday
TXN-10415,2024-02-08 19:10:52,Downtown,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,24.0,Male,0,3.0,0,2024,2,8,19,Thursday
TXN-10416,2024-02-08 19:33:17,Financial District,Bakery & Pastry,Blueberry Scone,2,3.75,7.5,Credit Card,25.0,Male,0,4.0,0,2024,2,8,19,Thursday
TXN-10417,2024-02-08 20:41:19,Financial District,Hot Coffee,Espresso,1,3.0,3.0,Mobile Pay,26.0,Male,1,5.0,0,2024,2,8,20,Thursday
TXN-10418,2024-02-08 21:20:11,Financial District,Cold Coffee,Iced Latte,4,5.0,20.0,Mobile Pay,19.0,Female,0,4.0,0,2024,2,8,21,Thursday
TXN-10419,2024-02-08 22:38:15,Suburban Mall,Hot Coffee,Americano,1,3.5,3.5,Credit Card,34.0,Male,0,4.0,0,2024,2,8,22,Thursday
TXN-10420,2024-02-08 23:10:12,Financial District,Tea & Beverages,Matcha Latte,1,5.0,5.0,Credit Card,69.0,Female,0,4.0,0,2024,2,8,23,Thursday
TXN-10421,2024-02-08 23:58:58,Financial District,Bakery & Pastry,Chocolate Muffin,4,3.8,15.2,Credit Card,62.0,Female,1,3.0,0,2024,2,8,23,Thursday
TXN-10422,2024-02-09 00:02:00,Downtown,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,54.0,Male,0,4.0,0,2024,2,9,0,Friday
TXN-10423,2024-02-09 01:45:57,Financial District,Cold Coffee,Iced Latte,1,5.0,5.0,Mobile Pay,43.0,Male,1,4.0,0,2024,2,9,1,Friday
TXN-10424,2024-02-09 01:55:13,Downtown,Tea & Beverages,Earl Grey,1,3.25,3.25,Credit Card,61.0,Female,0,2.0,0,2024,2,9,1,Friday
TXN-10425,2024-02-09 02:16:18,Downtown,Hot Coffee,Caffè Latte,1,4.75,4.75,Credit Card,34.0,Male,0,4.0,0,2024,2,9,2,Friday
TXN-10426,2024-02-09 02:46:09,Suburban Mall,Tea & Beverages,Green Tea,1,3.25,3.25,Credit Card,55.0,Female,0,5.0,0,2024,2,9,2,Friday
TXN-10427,2024-02-09 04:22:37,Suburban Mall,Hot Coffee,Espresso,1,3.0,3.0,Gift Card,52.0,Female,1,4.0,0,2024,2,9,4,Friday
TXN-10428,2024-02-09 04:27:39,Suburban Mall,Cold Coffee,Iced Latte,1,5.0,5.0,Cash,64.0,Female,0,4.0,0,2024,2,9,4,Friday
TXN-10429,2024-02-09 04:41:41,Financial District,Sandwiches & Wraps,Avocado Toast,2,8.25,16.5,Credit Card,43.0,Male,1,2.0,0,2024,2,9,4,Friday
TXN-10430,2024-02-09 07:04:09,Financial District,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,47.0,Male,0,4.0,0,2024,2,9,7,Friday
TXN-10431,2024-02-09 13:04:24,University Campus,Sandwiches & Wraps,Avocado Toast,4,8.25,33.0,Credit Card,23.0,Male,1,5.0,0,2024,2,9,13,Friday
TXN-10432,2024-02-09 16:12:55,Financial District,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,21.0,Female,1,4.0,0,2024,2,9,16,Friday
TXN-10433,2024-02-09 17:43:02,Financial District,Tea & Beverages,Matcha Latte,1,5.0,5.0,Credit Card,68.0,Female,1,3.0,0,2024,2,9,17,Friday
TXN-10434,2024-02-09 19:09:10,Downtown,Cold Coffee,Iced Americano,1,3.75,3.75,Mobile Pay,54.0,Male,0,5.0,0,2024,2,9,19,Friday
TXN-10435,2024-02-09 19:10:18,Financial District,Sandwiches & Wraps,Avocado Toast,1,8.25,8.25,Mobile Pay,52.0,Female,0,5.0,0,2024,2,9,19,Friday
TXN-10436,2024-02-09 20:33:29,Financial District,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Cash,26.0,Female,0,4.0,0,2024,2,9,20,Friday
TXN-10437,2024-02-09 20:41:24,Financial District,Hot Coffee,Caramel Macchiato,2,5.25,10.5,Credit Card,23.0,Non-Binary,0,4.0,0,2024,2,9,20,Friday
TXN-10438,2024-02-09 21:02:56,Suburban Mall,Cold Coffee,Frappuccino,3,5.5,16.5,Mobile Pay,30.0,Male,0,3.0,0,2024,2,9,21,Friday
TXN-10439,2024-02-09 21:57:58,Financial District,Hot Coffee,Caramel Macchiato,4,5.25,21.0,Mobile Pay,39.0,Female,1,5.0,0,2024,2,9,21,Friday
TXN-10440,2024-02-09 22:42:36,Suburban Mall,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,45.0,Female,0,4.0,0,2024,2,9,22,Friday
TXN-10441,2024-02-10 02:02:31,University Campus,Cold Coffee,Iced Americano,2,3.75,7.5,Credit Card,47.0,Female,0,4.0,1,2024,2,10,2,Saturday
TXN-10442,2024-02-10 02:20:42,University Campus,Tea & Beverages,Chai Latte,1,4.5,4.5,Credit Card,69.0,Male,1,2.0,1,2024,2,10,2,Saturday
TXN-10443,2024-02-10 03:09:26,Suburban Mall,Tea & Beverages,Matcha Latte,1,5.0,5.0,Credit Card,53.0,Male,1,4.0,1,2024,2,10,3,Saturday
TXN-10444,2024-02-10 10:44:39,Airport Terminal,Hot Coffee,Americano,2,3.5,7.0,Credit Card,19.0,Male,1,5.0,1,2024,2,10,10,Saturday
TXN-10445,2024-02-10 11:47:52,Downtown,Bakery & Pastry,Almond Croissant,1,4.25,4.25,Mobile Pay,53.0,Female,1,5.0,1,2024,2,10,11,Saturday
TXN-10446,2024-02-10 12:57:10,Downtown,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,25.0,Female,1,3.0,1,2024,2,10,12,Saturday
TXN-10447,2024-02-10 13:05:57,Downtown,Hot Coffee,Caffè Latte,1,4.75,4.75,Cash,62.0,Non-Binary,1,4.0,1,2024,2,10,13,Saturday
TXN-10448,2024-02-10 13:27:53,Suburban Mall,Merchandise,Coffee Beans 250g,1,5.0,5.0,Credit Card,59.0,Prefer not to say,0,4.0,1,2024,2,10,13,Saturday
TXN-10449,2024-02-10 19:38:57,University Campus,Hot Coffee,Americano,2,3.5,7.0,Gift Card,67.0,Male,1,5.0,1,2024,2,10,19,Saturday
TXN-10450,2024-02-11 05:08:40,Downtown,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,26.0,Female,1,5.0,1,2024,2,11,5,Sunday
TXN-10451,2024-02-11 09:57:06,Airport Terminal,Hot Coffee,Caffè Latte,4,4.75,19.0,Mobile Pay,18.0,Male,0,5.0,1,2024,2,11,9,Sunday
TXN-10452,2024-02-11 11:45:02,Downtown,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,30.0,Male,0,5.0,1,2024,2,11,11,Sunday
TXN-10453,2024-02-11 15:57:45,Airport Terminal,Cold Coffee,Frappuccino,1,5.5,5.5,Credit Card,67.0,Male,1,3.0,1,2024,2,11,15,Sunday
TXN-10454,2024-02-11 16:37:59,Financial District,Merchandise,Coffee Beans 250g,1,5.0,5.0,Cash,32.0,Male,0,5.0,1,2024,2,11,16,Sunday
TXN-10455,2024-02-11 18:42:16,Downtown,Hot Coffee,Americano,1,3.5,3.5,Credit Card,49.0,Female,1,4.0,1,2024,2,11,18,Sunday
TXN-10456,2024-02-11 19:30:00,Financial District,Cold Coffee,Iced Americano,1,3.75,3.75,Mobile Pay,51.0,Female,1,3.0,1,2024,2,11,19,Sunday
TXN-10457,2024-02-11 19:30:10,Downtown,Tea & Beverages,Earl Grey,2,3.25,6.5,Mobile Pay,60.0,Female,1,3.0,1,2024,2,11,19,Sunday
TXN-10458,2024-02-11 21:59:41,Downtown,Cold Coffee,Iced Americano,2,3.75,7.5,Credit Card,48.0,Male,0,2.0,1,2024,2,11,21,Sunday
TXN-10459,2024-02-12 11:07:46,Financial District,Bakery & Pastry,Chocolate Muffin,3,3.8,11.4,Credit Card,31.0,Male,0,5.0,0,2024,2,12,11,Monday
TXN-10460,2024-02-12 12:03:34,University Campus,Bakery & Pastry,Butter Croissant,2,3.5,7.0,Mobile Pay,64.0,Male,0,4.0,0,2024,2,12,12,Monday
TXN-10461,2024-02-12 12:41:55,Financial District,Cold Coffee,Iced Americano,2,3.75,7.5,Credit Card,31.0,Female,0,4.0,0,2024,2,12,12,Monday
TXN-10462,2024-02-12 13:41:26,Financial District,Hot Coffee,Espresso,1,3.0,3.0,Mobile Pay,65.0,Male,0,4.0,0,2024,2,12,13,Monday
TXN-10463,2024-02-12 14:34:22,Suburban Mall,Cold Coffee,Iced Americano,2,3.75,7.5,Cash,46.0,Male,0,4.0,0,2024,2,12,14,Monday
TXN-10464,2024-02-12 15:45:01,Suburban Mall,Bakery & Pastry,Chocolate Muffin,1,3.8,3.8,Credit Card,64.0,Female,0,4.0,0,2024,2,12,15,Monday
TXN-10465,2024-02-12 17:55:05,Downtown,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,36.0,Male,1,4.0,0,2024,2,12,17,Monday
TXN-10466,2024-02-12 18:06:16,Financial District,Cold Coffee,Iced Americano,1,3.75,3.75,Mobile Pay,44.0,Female,1,4.0,0,2024,2,12,18,Monday
TXN-10467,2024-02-12 18:39:21,Downtown,Cold Coffee,Iced Americano,1,3.75,3.75,Credit Card,26.0,Female,0,3.0,0,2024,2,12,18,Monday
TXN-10468,2024-02-12 19:36:31,Downtown,Hot Coffee,Cappuccino,1,4.5,4.5,Credit Card,54.0,Female,0,5.0,0,2024,2,12,19,Monday
TXN-10469,2024-02-12 22:10:54,Suburban Mall,Hot Coffee,Caramel Macchiato,3,5.25,15.75,Credit Card,54.0,Male,0,4.0,0,2024,2,12,22,Monday
TXN-10470,2024-02-13 01:27:44,Downtown,Sandwiches & Wraps,Turkey & Cheese Sandwich,1,7.5,7.5,Mobile Pay,60.0,Male,0,2.0,0,2024,2,13,1,Tuesday
TXN-10471,2024-02-13 04:53:59,Financial District,Cold Coffee,Iced Latte,1,5.0,5.0,Credit Card,45.0,Female,0,5.0,0,2024,2,13,4,Tuesday
TXN-10472,2024-02-13 06:19:33,Suburban Mall,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,69.0,Male,0,3.0,0,2024,2,13,6,Tuesday
TXN-10473,2024-02-13 07:13:16,Downtown,Hot Coffee,Cappuccino,1,4.5,4.5,Mobile Pay,41.0,Male,1,4.0,0,2024,2,13,7,Tuesday
TXN-10474,2024-02-13 08:56:29,Suburban Mall,Tea & Beverages,Earl Grey,1,3.25,3.25,Credit Card,45.0,Male,0,4.0,0,2024,2,13,8,Tuesday
TXN-10475,2024-02-13 09:59:58,Downtown,Hot Coffee,Espresso,1,3.0,3.0,Credit Card,53.0,Female,0,1.0,0,2024,2,13,9,Tuesday
TXN-10476,2024-02-13 11:52:54,Airport Terminal,Tea & Beverages,Green Tea,1,3.25,3.25,Gift Card,69.0,Male,0,4.0,0,2024,2,13,11,Tuesday
TXN-10477,2024-02-13 13:17:04,Financial District,Hot Coffee,Caffè Latte,1,4.75,4.75,Mobile Pay,35.0,Male,0,4.0,0,2024,2,13,13,Tuesday
TXN-10478,2024-02-13 15:01:55,University Campus,Hot Coffee,Cappuccino,2,4.5,9.0,Mobile Pay,42.0,Female,1,4.0,0,2024,2,13,15,Tuesday
TXN-10479,2024-02-13 16:00:11,Suburban Mall,Bakery & Pastry,Blueberry Scone,2,3.75,7.5,Credit Card,52.0,Female,0,3.0,0,2024,2,13,16,Tuesday
TXN-10480,2024-02-13 16:02:42,Downtown,Tea & Beverages,Green Tea,1,3.25,3.25,Mobile Pay,21.0,Male,0,4.0,0,2024,2,13,16,Tuesday
TXN-10481,2024-02-13 18:47:55,Suburban Mall,Tea & Beverages,Matcha Latte,1,5.0,5.0,Credit Card,31.0,Female,0,3.0,0,2024,2,13,18,Tuesday
TXN-10482,2024-02-13 20:19:00,Airport Terminal,Cold Coffee,Frappuccino,1,5.5,5.5,Credit Card,56.0,Non-Binary,0,5.0,0,2024,2,13,20,Tuesday
TXN-10483,2024-02-13 21:11:21,Suburban Mall,Sandwiches & Wraps,Turkey & Cheese Sandwich,2,7.5,15.0,Credit Card,43.0,Female,1,2.0,0,2024,2,13,21,Tuesday
TXN-10484,2024-02-14 01:24:48,University Campus,Cold Coffee,Cold Brew,1,4.8,4.8,Credit Card,25.0,Non-Binary,1,4.0,0,2024,2,14,1,Wednesday
TXN-10485,2024-02-14 03:14:30,University Campus,Hot Coffee,Espresso,1,3.0,3.0,Mobile Pay,41.0,Female,1,5.0,0,2024,2,14,3,Wednesday
TXN-10486,2024-02-14 04:07:26,Downtown,Cold Coffee,Frappuccino,2,5.5,11.0,Credit Card,33.0,Female,0,5.0,0,2024,2,14,4,Wednesday
TXN-10487,2024-02-14 07:27:13,Downtown,Cold Coffee,Iced Latte,1,5.0,5.0,Mobile Pay,37.0,Female,0,5.0,0,2024,2,14,7,Wednesday
TXN-10488,2024-02-14 14:22:19,Suburban Mall,Cold Coffee,Iced Americano,1,3.75,3.75,Mobile Pay,32.0,Male,0,5.0,0,2024,2,14,14,Wednesday
TXN-10489,2024-02-14 18:18:20,Financial District,Hot Coffee,Caffè Latte,1,4.75,4.75,Mobile Pay,24.0,Male,1,4.0,0,2024,2,14,18,Wednesday
TXN-10490,2024-02-14 20:35:54,University Campus,Cold Coffee,Frappuccino,3,5.5,16.5,Credit Card,34.0,Female,1,4.0,0,2024,2,14,20,Wednesday
TXN-10491,2024-02-14 22:03:13,Airport Terminal,Bakery & Pastry,Chocolate Muffin,2,3.8,7.6,Mobile Pay,39.0,Female,0,2.0,0,2024,2,14,22,Wednesday
TXN-10492,2024-02-14 23:33:22,Financial District,Hot Coffee,Americano,2,3.5,7.0,Credit Card,39.0,Male,0,3.0,0,2024,2,14,23,Wednesday
TXN-10493,2024-02-15 02:27:10,Downtown,Hot Coffee,Caramel Macchiato,1,5.25,5.25,Credit Card,29.0,Female,0,4.0,0,2024,2,15,2,Thursday
TXN-10494,2024-02-15 06:09:57,University Campus,Tea & Beverages,Chai Latte,1,4.5,4.5,Gift Card,35.0,Male,0,3.0,0,2024,2,15,6,Thursday
TXN-10495,2024-02-15 06:55:42,Downtown,Hot Coffee,Cappuccino,4,4.5,18.0,Credit Card,63.0,Female,0,5.0,0,2024,2,15,6,Thursday
TXN-10496,2024-02-15 10:21:22,University Campus,Hot Coffee,Caramel Macchiato,3,5.25,15.75,Credit Card,64.0,Male,1,2.0,0,2024,2,15,10,Thursday
TXN-10497,2024-02-15 15:27:25,Financial District,Bakery & Pastry,Blueberry Scone,1,3.75,3.75,Cash,32.0,Male,0,4.0,0,2024,2,15,15,Thursday
TXN-10498,2024-02-15 16:26:48,Suburban Mall,Sandwiches & Wraps,Avocado Toast,2,8.25,16.5,Credit Card,54.0,Prefer not to say,1,4.0,0,2024,2,15,16,Thursday
